        Frequency / GHz                S1,2/abs,dB
----------------------------------------------------------------------
                     0.5                     -0.35238066
                  0.5075                     -0.35555775
                   0.515                     -0.35850329
                  0.5225                     -0.36121355
                    0.53                     -0.36368514
                  0.5375                     -0.36591502
                   0.545                     -0.36790048
                  0.5525                     -0.36963916
                    0.56                     -0.37112905
                  0.5675                     -0.37236847
                   0.575                     -0.37335613
                  0.5825                     -0.37409105
                    0.59                     -0.37457266
                  0.5975                      -0.3748007
                   0.605                      -0.3747753
                  0.6125                     -0.37449693
                    0.62                     -0.37396645
                  0.6275                     -0.37318505
                   0.635                      -0.3721543
                  0.6425                     -0.37087612
                    0.65                      -0.3693528
                  0.6575                     -0.36758698
                   0.665                     -0.36558166
                  0.6725                      -0.3633402
                    0.68                     -0.36086631
                  0.6875                     -0.35816404
                   0.695                     -0.35523781
                  0.7025                     -0.35209236
                    0.71                     -0.34873279
                  0.7175                     -0.34516453
                   0.725                     -0.34139333
                  0.7325                     -0.33742528
                    0.74                      -0.3332668
                  0.7475                      -0.3289246
                   0.755                     -0.32440572
                  0.7625                      -0.3197175
                    0.77                     -0.31486756
                  0.7775                     -0.30986383
                   0.785                     -0.30471451
                  0.7925                     -0.29942807
                     0.8                     -0.29401323
                  0.8075                     -0.28847898
                   0.815                     -0.28283454
                  0.8225                     -0.27708937
                    0.83                     -0.27125314
                  0.8375                     -0.26533572
                   0.845                      -0.2593472
                  0.8525                     -0.25329782
                    0.86                     -0.24719801
                  0.8675                     -0.24105835
                   0.875                     -0.23488954
                  0.8825                     -0.22870243
                    0.89                     -0.22250796
                  0.8975                     -0.21631717
                   0.905                     -0.21014116
                  0.9125                     -0.20399111
                    0.92                     -0.19787821
                  0.9275                      -0.1918137
                   0.935                      -0.1858088
                  0.9425                     -0.17987472
                    0.95                     -0.17402264
                  0.9575                     -0.16826368
                   0.965                     -0.16260888
                  0.9725                     -0.15706919
                    0.98                     -0.15165543
                  0.9875                     -0.14637829
                   0.995                     -0.14124832
                  1.0025                     -0.13627586
                    1.01                     -0.13147107
                  1.0175                     -0.12684389
                   1.025                       -0.122404
                  1.0325                     -0.11816085
                    1.04                     -0.11412358
                  1.0475                     -0.11030104
                   1.055                     -0.10670177
                  1.0625                     -0.10333396
                    1.07                     -0.10020544
                  1.0775                    -0.097323663
                   1.085                    -0.094695703
                  1.0925                    -0.092328212
                     1.1                    -0.090227422
                  1.1075                    -0.088399123
                   1.115                    -0.086848651
                  1.1225                    -0.085580876
                    1.13                    -0.084600188
                  1.1375                    -0.083910486
                   1.145                    -0.083515168
                  1.1525                    -0.083417124
                    1.16                    -0.083618726
                  1.1675                    -0.084121821
                   1.175                    -0.084927729
                  1.1825                    -0.086037235
                    1.19                    -0.087450588
                  1.1975                      -0.0891675
                   1.205                    -0.091187145
                  1.2125                    -0.093508158
                    1.22                    -0.096128643
                  1.2275                     -0.09904617
                   1.235                     -0.10225778
                  1.2425                        -0.10576
                    1.25                     -0.10954884
                  1.2575                     -0.11361981
                   1.265                     -0.11796791
                  1.2725                     -0.12258768
                    1.28                     -0.12747315
                  1.2875                     -0.13261794
                   1.295                     -0.13801518
                  1.3025                     -0.14365758
                    1.31                     -0.14953745
                  1.3175                     -0.15564668
                   1.325                     -0.16197679
                  1.3325                     -0.16851892
                    1.34                     -0.17526389
                  1.3475                     -0.18220215
                   1.355                     -0.18932389
                  1.3625                     -0.19661896
                    1.37                     -0.20407698
                  1.3775                     -0.21168731
                   1.385                     -0.21943908
                  1.3925                      -0.2273212
                     1.4                     -0.23532241
                  1.4075                     -0.24343129
                   1.415                     -0.25163625
                  1.4225                     -0.25992561
                    1.43                     -0.26828755
                  1.4375                      -0.2767102
                   1.445                     -0.28518161
                  1.4525                      -0.2936898
                    1.46                     -0.30222275
                  1.4675                     -0.31076845
                   1.475                     -0.31931492
