        Frequency / GHz                S1,1/abs,dB
----------------------------------------------------------------------
                     0.5                      -13.904027
                  0.5075                      -13.891994
                   0.515                      -13.883838
                  0.5225                        -13.8796
                    0.53                      -13.879323
                  0.5375                      -13.883052
                   0.545                      -13.890836
                  0.5525                      -13.902726
                    0.56                      -13.918777
                  0.5675                      -13.939045
                   0.575                      -13.963591
                  0.5825                      -13.992481
                    0.59                      -14.025783
                  0.5975                       -14.06357
                   0.605                      -14.105919
                  0.6125                      -14.152914
                    0.62                      -14.204641
                  0.6275                      -14.261194
                   0.635                      -14.322674
                  0.6425                      -14.389186
                    0.65                      -14.460844
                  0.6575                      -14.537769
                   0.665                      -14.620092
                  0.6725                      -14.707951
                    0.68                      -14.801494
                  0.6875                      -14.900883
                   0.695                      -15.006287
                  0.7025                      -15.117893
                    0.71                      -15.235897
                  0.7175                      -15.360514
                   0.725                      -15.491975
                  0.7325                      -15.630528
                    0.74                      -15.776445
                  0.7475                      -15.930016
                   0.755                       -16.09156
                  0.7625                      -16.261422
                    0.77                      -16.439979
                  0.7775                      -16.627641
                   0.785                       -16.82486
                  0.7925                      -17.032129
                     0.8                      -17.249991
                  0.8075                      -17.479047
                   0.815                      -17.719959
                  0.8225                      -17.973464
                    0.83                      -18.240383
                  0.8375                      -18.521633
                   0.845                      -18.818245
                  0.8525                       -19.13138
                    0.86                      -19.462355
                  0.8675                       -19.81267
                   0.875                      -20.184044
                  0.8825                      -20.578458
                    0.89                      -20.998214
                  0.8975                      -21.446006
                   0.905                      -21.925012
                  0.9125                      -22.439022
                    0.92                      -22.992599
                  0.9275                      -23.591312
                   0.935                      -24.242046
                  0.9425                      -24.953458
                    0.95                      -25.736641
                  0.9575                      -26.606121
                   0.965                      -27.581443
                  0.9725                      -28.689774
                    0.98                      -29.970427
                  0.9875                      -31.483324
                   0.995                      -33.326262
                  1.0025                      -35.674591
                    1.01                      -38.888019
                  1.0175                      -43.849922
                   1.025                      -51.156602
                  1.0325                      -45.337084
                    1.04                      -39.721742
                  1.0475                      -36.193946
                   1.055                      -33.660965
                  1.0625                      -31.690916
                    1.07                      -30.080931
                  1.0775                      -28.720738
                   1.085                       -27.54399
                  1.0925                      -26.507742
                     1.1                      -25.582629
                  1.1075                      -24.747693
                   1.115                      -23.987464
                  1.1225                      -23.290194
                    1.13                      -22.646756
                  1.1375                      -22.049921
                   1.145                      -21.493861
                  1.1525                      -20.973815
                    1.16                       -20.48584
                  1.1675                      -20.026634
                   1.175                      -19.593407
                  1.1825                      -19.183777
                    1.19                      -18.795696
                  1.1975                      -18.427392
                   1.205                      -18.077317
                  1.2125                      -17.744116
                    1.22                      -17.426592
                  1.2275                      -17.123684
                   1.235                       -16.83445
                  1.2425                      -16.558044
                    1.25                      -16.293708
                  1.2575                       -16.04076
                   1.265                      -15.798582
                  1.2725                      -15.566613
                    1.28                      -15.344345
                  1.2875                      -15.131311
                   1.295                      -14.927087
                  1.3025                      -14.731283
                    1.31                      -14.543542
                  1.3175                      -14.363533
                   1.325                      -14.190953
                  1.3325                      -14.025522
                    1.34                      -13.866979
                  1.3475                      -13.715085
                   1.355                      -13.569616
                  1.3625                      -13.430366
                    1.37                      -13.297142
                  1.3775                      -13.169765
                   1.385                      -13.048069
                  1.3925                        -12.9319
                     1.4                      -12.821114
                  1.4075                      -12.715576
                   1.415                      -12.615162
                  1.4225                      -12.519756
                    1.43                      -12.429251
                  1.4375                      -12.343546
                   1.445                      -12.262551
                  1.4525                      -12.186178
                    1.46                      -12.114349
                  1.4675                      -12.046992
                   1.475                       -11.98404
                  1.4825                      -11.925433
                    1.49                      -11.871116
                  1.4975                      -11.821039
                   1.505                      -11.775159
                  1.5125                      -11.733436
                    1.52                      -11.695837
                  1.5275                      -11.662332
                   1.535                      -11.632897
                  1.5425                      -11.607514
                    1.55                      -11.586167
                  1.5575                      -11.568847
                   1.565                      -11.555549
                  1.5725                      -11.546272
                    1.58                       -11.54102
                  1.5875                      -11.539804
                   1.595                      -11.542636
                  1.6025                      -11.549536
                    1.61                      -11.560528
                   1.611                      -11.562304
                  1.6175                       -11.57564
                   1.625                      -11.594907
                  1.6325                      -11.618367
                    1.64                      -11.646066
                  1.6475                      -11.678055
                   1.655                      -11.714389
                  1.6625                      -11.755131
                    1.67                      -11.800351
                  1.6775                      -11.850122
                   1.685                      -11.904528
                  1.6925                      -11.963657
                     1.7                      -12.027608
                  1.7075                      -12.096484
                   1.715                        -12.1704
                  1.7225                      -12.249478
                    1.73                      -12.333851
                  1.7375                       -12.42366
                   1.745                       -12.51906
                  1.7525                      -12.620215
                    1.76                      -12.727303
                  1.7675                      -12.840516
                   1.775                      -12.960059
                  1.7825                      -13.086155
                    1.79                      -13.219042
                  1.7975                       -13.35898
                   1.805                      -13.506247
                  1.8125                      -13.661146
                    1.82                      -13.824003
                  1.8275                      -13.995172
                   1.835                       -14.17504
                  1.8425                      -14.364026
                    1.85                      -14.562589
                  1.8575                      -14.771228
                   1.865                      -14.990492
                  1.8725                      -15.220987
                    1.88                      -15.463377
                  1.8875                      -15.718398
                   1.895                      -15.986869
                  1.9025                      -16.269701
                    1.91                      -16.567912
                  1.9175                       -16.88265
                   1.925                      -17.215208
                  1.9325                      -17.567057
                    1.94                      -17.939874
                  1.9475                      -18.335591
                   1.955                      -18.756439
                  1.9625                      -19.205023
                    1.97                      -19.684408
                  1.9775                       -20.19823
                   1.985                      -20.750858
                  1.9925                      -21.347594
                       2                       -21.99497
                  2.0075                      -22.701156
                   2.015                      -23.476558
                  2.0225                      -24.334717
                    2.03                      -25.293709
                  2.0375                      -26.378413
                   2.045                        -27.6244
                  2.0525                      -29.085032
                    2.06                      -30.845531
                  2.0675                      -33.053994
                   2.075                      -35.999854
                  2.0825                      -40.342943
                    2.09                      -47.194688
                  2.0975                      -45.030608
                   2.105                      -38.883925
                  2.1125                      -35.052254
                    2.12                      -32.364025
                  2.1275                       -30.30688
                   2.135                      -28.645594
                  2.1425                      -27.255158
                    2.15                      -26.061666
                  2.1575                       -25.01792
                   2.165                      -24.091982
                  2.1725                      -23.261256
                    2.18                      -22.509171
                  2.1875                       -21.82322
                   2.195                      -21.193733
                  2.2025                      -20.613079
                    2.21                       -20.07513
                  2.2175                      -19.574895
                   2.225                      -19.108251
                  2.2325                      -18.671754
                    2.24                      -18.262499
                  2.2475                      -17.878012
                   2.255                       -17.51617
                  2.2625                      -17.175134
                    2.27                      -16.853308
                  2.2775                      -16.549289
                   2.285                      -16.261845
                  2.2925                      -15.989884
                     2.3                      -15.732435
                  2.3075                      -15.488632
                   2.315                      -15.257698
                  2.3225                      -15.038933
                    2.33                      -14.831709
                  2.3375                      -14.635453
                   2.345                      -14.449648
                  2.3525                      -14.273825
                    2.36                      -14.107552
                  2.3675                      -13.950439
                   2.375                      -13.802126
                  2.3825                      -13.662287
                    2.39                      -13.530619
                  2.3975                      -13.406847
                   2.405                      -13.290716
                  2.4125                      -13.181993
                    2.42                      -13.080465
                  2.4275                      -12.985933
                   2.435                      -12.898217
                  2.4425                      -12.817151
                    2.45                      -12.742581
                  2.4575                       -12.67437
                   2.465                      -12.612387
                  2.4725                      -12.556518
                    2.48                      -12.506656
                  2.4875                      -12.462705
                   2.495                      -12.424577
                  2.5025                      -12.392196
                    2.51                       -12.36549
                  2.5175                      -12.344399
                   2.525                      -12.328869
                  2.5325                      -12.318852
                    2.54                      -12.314309
                  2.5475                      -12.315205
                   2.555                      -12.321514
                  2.5625                      -12.333216
                    2.57                      -12.350294
                  2.5775                       -12.37274
                   2.585                       -12.40055
                  2.5925                      -12.433725
                     2.6                      -12.472271
                  2.6075                        -12.5162
                   2.615                      -12.565528
                  2.6225                      -12.620276
                    2.63                       -12.68047
                  2.6375                      -12.746138
                   2.645                      -12.817315
                  2.6525                       -12.89404
                    2.66                      -12.976353
                  2.6675                      -13.064302
                   2.675                      -13.157935
                  2.6825                      -13.257305
                    2.69                      -13.362471
                  2.6975                       -13.47349
                   2.705                      -13.590427
                  2.7125                      -13.713348
                    2.72                      -13.842321
                  2.7275                      -13.977419
                   2.735                      -14.118716
                  2.7425                      -14.266289
                    2.75                      -14.420216
                  2.7575                      -14.580579
                   2.765                      -14.747459
                  2.7725                      -14.920942
                    2.78                      -15.101111
                  2.7875                      -15.288053
                   2.795                      -15.481854
                  2.8025                        -15.6826
                    2.81                      -15.890377
                  2.8175                      -16.105271
                   2.825                      -16.327363
                  2.8325                      -16.556736
                    2.84                      -16.793467
                  2.8475                       -17.03763
                   2.855                      -17.289295
                  2.8625                      -17.548523
                    2.87                       -17.81537
                  2.8775                      -18.089884
                   2.885                      -18.372099
                  2.8925                      -18.662039
                     2.9                      -18.959712
                  2.9075                       -19.26511
                   2.915                      -19.578202
                  2.9225                      -19.898934
                    2.93                      -20.227228
                  2.9375                      -20.562969
                   2.945                      -20.906009
                  2.9525                      -21.256156
                    2.96                      -21.613171
                  2.9675                       -21.97676
                   2.975                      -22.346564
                  2.9825                      -22.722156
                    2.99                      -23.103027
                  2.9975                      -23.488577
                   3.005                      -23.878106
                  3.0125                      -24.270802
                    3.02                      -24.665727
                  3.0275                      -25.061808
                   3.035                      -25.457827
                  3.0425                      -25.852404
                    3.05                      -26.243997
                  3.0575                      -26.630887
                   3.065                      -27.011183
                  3.0725                      -27.382822
                    3.08                      -27.743578
                  3.0875                      -28.091084
                   3.095                      -28.422852
                  3.1025                      -28.736322
                    3.11                      -29.028904
                  3.1175                      -29.298044
                   3.125                      -29.541296
                   3.132                      -29.742976
                  3.1325                      -29.756399
                    3.14                      -29.941361
                  3.1475                      -30.094537
                   3.155                      -30.214704
                  3.1625                      -30.301117
                    3.17                      -30.353546
