        Frequency / GHz                S1,2/abs,dB
----------------------------------------------------------------------
                     0.5                     -0.21821647
                  0.5075                     -0.21905203
                   0.515                      -0.2197133
                  0.5225                     -0.22019982
                    0.53                     -0.22051147
                  0.5375                     -0.22064844
                   0.545                     -0.22061125
                  0.5525                     -0.22040076
                    0.56                     -0.22001815
                  0.5675                     -0.21946494
                   0.575                     -0.21874299
                  0.5825                     -0.21785449
                    0.59                     -0.21680197
                  0.5975                     -0.21558828
                   0.605                     -0.21421661
                  0.6125                      -0.2126905
                    0.62                     -0.21101378
                  0.6275                     -0.20919065
                   0.635                     -0.20722559
                  0.6425                     -0.20512344
                    0.65                     -0.20288931
                  0.6575                     -0.20052865
                   0.665                      -0.1980472
                  0.6725                     -0.19545099
                    0.68                     -0.19274635
                  0.6875                     -0.18993988
                   0.695                     -0.18703845
                  0.7025                      -0.1840492
                    0.71                     -0.18097952
                  0.7175                     -0.17783704
                   0.725                     -0.17462961
                  0.7325                     -0.17136531
                    0.74                     -0.16805242
                  0.7475                     -0.16469941
                   0.755                     -0.16131492
                  0.7625                     -0.15790778
                    0.77                     -0.15448693
                  0.7775                     -0.15106146
                   0.785                     -0.14764057
                  0.7925                     -0.14423357
                     0.8                     -0.14084981
                  0.8075                     -0.13749875
                   0.815                     -0.13418986
                  0.8225                     -0.13093263
                    0.83                     -0.12773655
                  0.8375                     -0.12461112
                   0.845                     -0.12156576
                  0.8525                     -0.11860985
                    0.86                     -0.11575268
                  0.8675                     -0.11300344
                   0.875                     -0.11037118
                  0.8825                     -0.10786483
                    0.89                      -0.1054931
                  0.8975                     -0.10326456
                   0.905                     -0.10118752
                  0.9125                    -0.099270068
                    0.92                    -0.097520042
                  0.9275                    -0.095944984
                   0.935                    -0.094552138
                  0.9425                    -0.093348422
                    0.95                    -0.092340411
                  0.9575                    -0.091534315
                   0.965                     -0.09093596
                  0.9725                     -0.09055077
                    0.98                    -0.090383749
                  0.9875                    -0.090439465
                   0.995                    -0.090722032
                  1.0025                    -0.091235098
                    1.01                    -0.091981828
                  1.0175                    -0.092964893
                   1.025                     -0.09418646
                  1.0325                    -0.095648176
                    1.04                    -0.097351166
                  1.0475                     -0.09929602
                   1.055                     -0.10148279
                  1.0625                     -0.10391098
                    1.07                     -0.10657955
