        Frequency / GHz                S1,1/abs,dB
----------------------------------------------------------------------
                     0.5                      -11.756964
                  0.5075                      -11.738601
                   0.515                      -11.723913
                  0.5225                      -11.712913
                    0.53                      -11.705615
                  0.5375                      -11.702036
                   0.545                      -11.702197
                  0.5525                       -11.70612
                    0.56                      -11.713831
                  0.5675                       -11.72536
                   0.575                      -11.740738
                  0.5825                      -11.760002
                    0.59                      -11.783191
                  0.5975                      -11.810348
                   0.605                       -11.84152
                  0.6125                      -11.876758
                    0.62                      -11.916118
                  0.6275                      -11.959661
                   0.635                      -12.007452
                  0.6425                       -12.05956
                    0.65                      -12.116063
                  0.6575                       -12.17704
                   0.665                      -12.242581
                  0.6725                       -12.31278
                    0.68                      -12.387738
                  0.6875                      -12.467565
                   0.695                      -12.552376
                  0.7025                      -12.642299
                    0.71                      -12.737467
                  0.7175                      -12.838026
                   0.725                      -12.944132
                  0.7325                      -13.055951
                    0.74                      -13.173663
                  0.7475                      -13.297462
                   0.755                      -13.427556
                  0.7625                      -13.564169
                    0.77                      -13.707544
                  0.7775                      -13.857943
                   0.785                      -14.015648
                  0.7925                      -14.180966
                     0.8                       -14.35423
                  0.8075                      -14.535801
                   0.815                      -14.726073
                  0.8225                      -14.925475
                    0.83                      -15.134478
                  0.8375                      -15.353597
                   0.845                      -15.583397
                  0.8525                      -15.824503
                    0.86                      -16.077605
                  0.8675                      -16.343469
                   0.875                      -16.622947
                  0.8825                      -16.916991
                    0.89                      -17.226673
                  0.8975                      -17.553196
                   0.905                      -17.897927
                  0.9125                      -18.262423
                    0.92                      -18.648468
                  0.9275                      -19.058118
                   0.935                      -19.493763
                  0.9425                      -19.958201
                    0.95                      -20.454734
                  0.9575                      -20.987302
                   0.965                      -21.560652
                  0.9725                      -22.180577
                    0.98                      -22.854244
                  0.9875                      -23.590661
                   0.995                      -24.401362
                  1.0025                      -25.301427
                    1.01                      -26.311077
                  1.0175                      -27.458236
                   1.025                      -28.782835
                  1.0325                      -30.344377
                    1.04                      -32.235617
                  1.0475                      -34.606298
                   1.055                      -37.682012
                  1.0625                      -41.467665
                    1.07                      -43.076609
                  1.0775                      -39.799236
                   1.085                      -36.233229
                  1.0925                      -33.474683
                     1.1                      -31.317376
                  1.1075                      -29.566634
                   1.115                      -28.100666
                  1.1225                      -26.843166
                    1.13                      -25.744228
                  1.1375                      -24.769743
                   1.145                      -23.895485
                  1.1525                      -23.103677
                    1.16                      -22.380912
                  1.1675                      -21.716842
                   1.175                      -21.103316
