        Frequency / GHz                S2,1/abs,dB
----------------------------------------------------------------------
                     0.5                     -0.49327636
                  0.5075                     -0.49886435
                   0.515                     -0.50421628
                  0.5225                      -0.5093224
                    0.53                     -0.51417359
                  0.5375                     -0.51876128
                   0.545                      -0.5230775
                  0.5525                     -0.52711485
                    0.56                      -0.5308665
                  0.5675                     -0.53432615
                   0.575                     -0.53748809
                  0.5825                     -0.54034713
                    0.59                     -0.54289863
                  0.5975                     -0.54513846
                   0.605                     -0.54706304
                  0.6125                     -0.54866929
                    0.62                     -0.54995462
                  0.6275                     -0.55091698
                   0.635                      -0.5515548
                  0.6425                     -0.55186698
                    0.65                     -0.55185292
                  0.6575                     -0.55151248
                   0.665                     -0.55084601
                  0.6725                      -0.5498543
                    0.68                     -0.54853859
                  0.6875                      -0.5469006
                   0.695                     -0.54494246
                  0.7025                     -0.54266674
                    0.71                     -0.54007644
                  0.7175                     -0.53717499
                   0.725                     -0.53396624
                  0.7325                     -0.53045442
                    0.74                      -0.5266442
                  0.7475                     -0.52254061
                   0.755                      -0.5181491
                  0.7625                     -0.51347548
                    0.77                     -0.50852594
                  0.7775                     -0.50330706
                   0.785                     -0.49782575
                  0.7925                     -0.49208929
                     0.8                     -0.48610532
                  0.8075                     -0.47988178
                   0.815                     -0.47342699
                  0.8225                     -0.46674956
                    0.83                     -0.45985842
                  0.8375                     -0.45276282
                   0.845                     -0.44547228
                  0.8525                     -0.43799665
                    0.86                     -0.43034601
                  0.8675                     -0.42253074
                   0.875                     -0.41456146
                  0.8825                     -0.40644906
                    0.89                     -0.39820464
                  0.8975                     -0.38983953
                   0.905                     -0.38136529
                  0.9125                     -0.37279365
                    0.92                     -0.36413655
                  0.9275                     -0.35540608
                   0.935                     -0.34661452
                  0.9425                     -0.33777426
                    0.95                     -0.32889784
                  0.9575                      -0.3199979
                   0.965                     -0.31108719
                  0.9725                     -0.30217854
                    0.98                     -0.29328483
                  0.9875                       -0.284419
                   0.995                     -0.27559402
                  1.0025                     -0.26682286
                    1.01                     -0.25811849
                  1.0175                     -0.24949385
                   1.025                     -0.24096183
                  1.0325                     -0.23253526
                    1.04                     -0.22422687
                  1.0475                     -0.21604931
                   1.055                     -0.20801507
                  1.0625                     -0.20013652
                    1.07                     -0.19242584
                  1.0775                     -0.18489503
                   1.085                     -0.17755588
                  1.0925                     -0.17041995
                     1.1                     -0.16349853
                  1.1075                     -0.15680265
                   1.115                     -0.15034305
                  1.1225                     -0.14413015
                    1.13                     -0.13817402
                  1.1375                     -0.13248441
                   1.145                     -0.12707066
                  1.1525                     -0.12194174
                    1.16                     -0.11710621
                  1.1675                     -0.11257218
                   1.175                     -0.10834733
                  1.1825                      -0.1044389
                    1.19                     -0.10085361
                  1.1975                    -0.097597721
                   1.205                    -0.094676983
                  1.2125                    -0.092096629
                    1.22                    -0.089861362
                  1.2275                    -0.087975352
                   1.235                    -0.086442217
                  1.2425                    -0.085265025
                    1.25                    -0.084446279
                  1.2575                    -0.083987917
                   1.265                    -0.083891304
                  1.2725                    -0.084157233
                    1.28                    -0.084785918
                  1.2875                       -0.085777
                   1.295                    -0.087129542
                  1.3025                    -0.088842035
                    1.31                    -0.090912399
                  1.3175                    -0.093337991
                   1.325                    -0.096115608
                  1.3325                    -0.099241493
                    1.34                     -0.10271135
                  1.3475                     -0.10652035
                   1.355                     -0.11066313
                  1.3625                     -0.11513382
                    1.37                     -0.11992608
                  1.3775                     -0.12503303
                   1.385                     -0.13044737
                  1.3925                     -0.13616133
                     1.4                     -0.14216669
                  1.4075                     -0.14845481
                   1.415                     -0.15501668
                  1.4225                     -0.16184286
                    1.43                     -0.16892358
                  1.4375                     -0.17624871
                   1.445                     -0.18380778
                  1.4525                     -0.19159005
                    1.46                     -0.19958447
                  1.4675                     -0.20777973
                   1.475                     -0.21616428
                  1.4825                     -0.22472634
                    1.49                     -0.23345395
                  1.4975                     -0.24233495
                   1.505                     -0.25135703
                  1.5125                     -0.26050774
                    1.52                     -0.26977452
                  1.5275                     -0.27914471
                   1.535                     -0.28860557
                  1.5425                     -0.29814432
                    1.55                     -0.30774812
                  1.5575                     -0.31740414
                   1.565                     -0.32709954
                  1.5725                      -0.3368215
                    1.58                     -0.34655723
                  1.5875                     -0.35629402
                   1.595                     -0.36601922
                  1.6025                     -0.37572027
                    1.61                     -0.38538473
                   1.611                     -0.38666989
                  1.6175                     -0.39500026
                   1.625                     -0.40455467
                  1.6325                     -0.41403594
                    1.64                     -0.42343217
                  1.6475                     -0.43273169
                   1.655                     -0.44192299
                  1.6625                     -0.45099477
                    1.67                     -0.45993595
                  1.6775                     -0.46873567
                   1.685                     -0.47738333
                  1.6925                     -0.48586855
                     1.7                     -0.49418123
                  1.7075                     -0.50231151
                   1.715                     -0.51024984
                  1.7225                     -0.51798692
                    1.73                     -0.52551376
                  1.7375                     -0.53282168
                   1.745                     -0.53990227
                  1.7525                     -0.54674747
                    1.76                     -0.55334951
                  1.7675                     -0.55970096
                   1.775                     -0.56579471
                  1.7825                       -0.571624
                    1.79                     -0.57718237
                  1.7975                     -0.58246376
                   1.805                      -0.5874624
                  1.8125                      -0.5921729
                    1.82                     -0.59659022
                  1.8275                     -0.60070968
                   1.835                     -0.60452695
                  1.8425                     -0.60803807
                    1.85                     -0.61123942
                  1.8575                     -0.61412778
                   1.865                     -0.61670028
                  1.8725                     -0.61895442
                    1.88                     -0.62088807
