        Frequency / GHz                S2,2/abs,dB
----------------------------------------------------------------------
                     0.5                      -10.114731
                  0.5075                          -10.07
                   0.515                      -10.027725
                  0.5225                      -9.9879105
                    0.53                      -9.9505587
                  0.5375                      -9.9156745
                   0.545                      -9.8832627
                  0.5525                       -9.853329
                    0.56                      -9.8258798
                  0.5675                       -9.800922
                   0.575                      -9.7784634
                  0.5825                      -9.7585126
                    0.59                       -9.741079
                  0.5975                      -9.7261726
                   0.605                      -9.7138047
                  0.6125                      -9.7039871
                    0.62                      -9.6967329
                  0.6275                      -9.6920559
                   0.635                      -9.6899713
                  0.6425                      -9.6904951
                    0.65                      -9.6936447
                  0.6575                      -9.6994385
                   0.665                      -9.7078963
                  0.6725                      -9.7190394
                    0.68                      -9.7328903
                  0.6875                       -9.749473
                   0.695                      -9.7688133
                  0.7025                      -9.7909383
                    0.71                      -9.8158773
                  0.7175                      -9.8436611
                   0.725                      -9.8743225
                  0.7325                      -9.9078965
                    0.74                        -9.94442
                  0.7475                      -9.9839325
                   0.755                      -10.026476
                  0.7625                      -10.072094
                    0.77                      -10.120833
                  0.7775                      -10.172745
                   0.785                      -10.227881
                  0.7925                      -10.286297
                     0.8                      -10.348054
                  0.8075                      -10.413213
                   0.815                      -10.481841
                  0.8225                       -10.55401
                    0.83                      -10.629794
                  0.8375                      -10.709273
                   0.845                      -10.792531
                  0.8525                      -10.879658
                    0.86                       -10.97075
                  0.8675                      -11.065907
                   0.875                      -11.165237
                  0.8825                      -11.268854
                    0.89                       -11.37688
                  0.8975                      -11.489444
                   0.905                      -11.606684
                  0.9125                      -11.728748
                    0.92                      -11.855791
                  0.9275                      -11.987983
                   0.935                      -12.125502
                  0.9425                       -12.26854
                    0.95                      -12.417302
                  0.9575                       -12.57201
                   0.965                        -12.7329
                  0.9725                      -12.900228
                    0.98                      -13.074269
                  0.9875                      -13.255318
                   0.995                      -13.443698
                  1.0025                      -13.639756
                    1.01                       -13.84387
                  1.0175                       -14.05645
                   1.025                      -14.277944
                  1.0325                      -14.508842
                    1.04                      -14.749682
                  1.0475                      -15.001052
                   1.055                      -15.263604
                  1.0625                      -15.538057
                    1.07                      -15.825211
                  1.0775                      -16.125955
                   1.085                      -16.441286
                  1.0925                      -16.772322
                     1.1                      -17.120326
                  1.1075                      -17.486732
                   1.115                      -17.873175
                  1.1225                      -18.281532
                    1.13                      -18.713973
                  1.1375                      -19.173023
                   1.145                      -19.661646
                  1.1525                      -20.183347
                    1.16                      -20.742323
                  1.1675                      -21.343641
                   1.175                      -21.993508
                  1.1825                      -22.699626
                    1.19                      -23.471711
                  1.1975                      -24.322244
                   1.205                        -25.2676
                  1.2125                       -26.32979
                    1.22                      -27.539231
                  1.2275                      -28.939266
                   1.235                       -30.59356
                  1.2425                       -32.59716
                    1.25                      -35.082918
                  1.2575                       -38.13022
                   1.265                      -40.918401
                  1.2725                      -40.369333
                    1.28                      -37.291308
                  1.2875                      -34.376627
                   1.295                      -32.027646
                  1.3025                      -30.123719
                    1.31                      -28.540736
                  1.3175                      -27.192993
                   1.325                      -26.023029
                  1.3325                      -24.991435
                    1.34                      -24.070328
                  1.3475                      -23.239378
                   1.355                      -22.483365
                  1.3625                      -21.790617
                    1.37                      -21.152006
                  1.3775                      -20.560264
                   1.385                      -20.009512
                  1.3925                      -19.494933
                     1.4                      -19.012529
                  1.4075                      -18.558946
                   1.415                      -18.131347
                  1.4225                      -17.727306
                    1.43                      -17.344735
                  1.4375                      -16.981825
                   1.445                      -16.636996
                  1.4525                       -16.30886
                    1.46                      -15.996193
                  1.4675                      -15.697909
                   1.475                      -15.413038
                  1.4825                      -15.140713
                    1.49                      -14.880154
                  1.4975                      -14.630657
                   1.505                      -14.391584
                  1.5125                      -14.162356
                    1.52                      -13.942444
                  1.5275                      -13.731365
                   1.535                      -13.528677
                  1.5425                      -13.333972
                    1.55                      -13.146875
                  1.5575                       -12.96704
                   1.565                      -12.794146
                  1.5725                      -12.627896
                    1.58                      -12.468013
                  1.5875                      -12.314241
                   1.595                      -12.166339
                  1.6025                      -12.024084
                    1.61                      -11.887265
                   1.611                      -11.869423
                  1.6175                      -11.755688
                   1.625                      -11.629167
                  1.6325                      -11.507531
                    1.64                      -11.390617
                  1.6475                      -11.278273
                   1.655                      -11.170354
                  1.6625                      -11.066726
                    1.67                      -10.967261
                  1.6775                      -10.871839
                   1.685                      -10.780345
                  1.6925                      -10.692673
                     1.7                      -10.608721
                  1.7075                      -10.528393
                   1.715                        -10.4516
                  1.7225                      -10.378255
                    1.73                      -10.308278
                  1.7375                      -10.241593
                   1.745                      -10.178128
                  1.7525                      -10.117814
                    1.76                      -10.060588
                  1.7675                       -10.00639
                   1.775                      -9.9551621
                  1.7825                       -9.906852
                    1.79                      -9.8614093
                  1.7975                      -9.8187871
                   1.805                      -9.7789416
                  1.8125                       -9.741832
                    1.82                      -9.7074202
                  1.8275                      -9.6756709
                   1.835                      -9.6465517
                  1.8425                      -9.6200326
                    1.85                      -9.5960861
                  1.8575                      -9.5746876
                   1.865                      -9.5558146
                  1.8725                      -9.5394471
                    1.88                      -9.5255676
                  1.8875                      -9.5141606
                   1.895                      -9.5052134
                  1.9025                      -9.4987151
                    1.91                      -9.4946573
                  1.9175                      -9.4930339
                   1.925                      -9.4938408
                  1.9325                      -9.4970764
                    1.94                       -9.502741
                  1.9475                      -9.5108372
                   1.955                      -9.5213701
                  1.9625                      -9.5343466
                    1.97                       -9.549776
                  1.9775                        -9.56767
                   1.985                      -9.5880422
                  1.9925                      -9.6109089
                       2                      -9.6362884
                  2.0075                      -9.6642015
                   2.015                      -9.6946712
                  2.0225                      -9.7277232
                    2.03                      -9.7633855
                  2.0375                      -9.8016885
                   2.045                      -9.8426654
                  2.0525                       -9.886352
                    2.06                      -9.9327866
                  2.0675                      -9.9820106
                   2.075                      -10.034068
                  2.0825                      -10.089006
                    2.09                      -10.146874
                  2.0975                      -10.207727
                   2.105                       -10.27162
                  2.1125                      -10.338613
                    2.12                       -10.40877
                  2.1275                      -10.482159
                   2.135                       -10.55885
                  2.1425                      -10.638918
                    2.15                      -10.722444
                  2.1575                      -10.809511
                   2.165                      -10.900207
                  2.1725                      -10.994627
                    2.18                      -11.092869
                  2.1875                      -11.195037
                   2.195                      -11.301243
                  2.2025                      -11.411602
                    2.21                      -11.526239
                  2.2175                      -11.645284
                   2.225                      -11.768875
                  2.2325                      -11.897158
                    2.24                       -12.03029
                  2.2475                      -12.168436
                   2.255                       -12.31177
                  2.2625                       -12.46048
                    2.27                      -12.614764
                  2.2775                      -12.774834
                   2.285                      -12.940917
                  2.2925                      -13.113255
                     2.3                      -13.292108
                  2.3075                      -13.477754
                   2.315                      -13.670494
                  2.3225                       -13.87065
                    2.33                      -14.078571
                  2.3375                      -14.294636
                   2.345                      -14.519253
                  2.3525                      -14.752868
                    2.36                      -14.995967
                  2.3675                      -15.249082
                   2.375                      -15.512796
                  2.3825                      -15.787751
                    2.39                      -16.074655
                  2.3975                      -16.374293
                   2.405                      -16.687542
                  2.4125                      -17.015376
                    2.42                      -17.358894
                  2.4275                      -17.719333
                   2.435                      -18.098096
                  2.4425                      -18.496783
                    2.45                      -18.917233
                  2.4575                      -19.361566
                   2.465                      -19.832256
                  2.4725                      -20.332203
                    2.48                      -20.864844
                  2.4875                      -21.434294
                   2.495                      -22.045534
                  2.5025                      -22.704677
                    2.51                      -23.419334
                  2.5175                      -24.199152
                   2.525                      -25.056605
                  2.5325                      -26.008222
                    2.54                      -27.076545
                  2.5475                      -28.293438
                   2.555                       -29.70602
                  2.5625                      -31.388143
                    2.57                      -33.464992
                  2.5775                      -36.173333
                   2.585                      -40.036965
                  2.5925                      -46.364282
                     2.6                      -49.031555
                  2.6075                      -41.769514
                   2.615                      -37.345368
                  2.6225                      -34.381013
                    2.63                      -32.171209
                  2.6375                      -30.415728
                   2.645                      -28.962801
                  2.6525                      -27.725646
                    2.66                      -26.650136
                  2.6675                      -25.700285
                   2.675                       -24.85097
                  2.6825                      -24.083964
                    2.69                      -23.385628
                  2.6975                      -22.745489
                   2.705                      -22.155334
                  2.7125                      -21.608599
                    2.72                      -21.099958
                  2.7275                      -20.625029
                   2.735                      -20.180164
                  2.7425                       -19.76229
                    2.75                        -19.3688
                  2.7575                      -18.997458
                   2.765                      -18.646332
                  2.7725                      -18.313745
                    2.78                      -17.998227
                  2.7875                      -17.698486
                   2.795                      -17.413379
                  2.8025                      -17.141887
                    2.81                      -16.883104
                  2.8175                      -16.636214
                   2.825                      -16.400486
                  2.8325                      -16.175256
                    2.84                      -15.959924
                  2.8475                      -15.753945
                   2.855                      -15.556821
                  2.8625                      -15.368098
                    2.87                      -15.187358
                  2.8775                      -15.014218
                   2.885                      -14.848327
                  2.8925                      -14.689359
                     2.9                      -14.537014
                  2.9075                      -14.391015
                   2.915                      -14.251104
                  2.9225                      -14.117041
                    2.93                      -13.988605
                  2.9375                      -13.865589
                   2.945                      -13.747801
                  2.9525                       -13.63506
                    2.96                      -13.527201
